Date,Month,Region,State,Salesperson,Customer,Product,Category,Units,Unit Price,Sales,Cost,Profit,Channel,Target,Returned
12/1/2025,December,East,West Bengal,Meera,Cust839,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Online,158400.00,No
12/1/2025,December,South,Tamil Nadu,Asha,Cust337,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Retail,39600.00,No
12/1/2025,December,West,Maharashtra,Karan,Cust787,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Distributor,118800.00,Yes
12/2/2025,December,West,Maharashtra,Neha,Cust843,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
12/2/2025,December,South,Tamil Nadu,Karan,Cust953,Chair,Furniture,9,7000.00,63000.00,45000.00,18000.00,Retail,69300.00,No
12/2/2025,December,West,Maharashtra,Asha,Cust289,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Online,357500.00,No
12/3/2025,December,South,Karnataka,Asha,Cust811,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Retail,105600.00,Yes
12/3/2025,December,North,Delhi,Priya,Cust730,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
12/3/2025,December,East,West Bengal,Vijay,Cust699,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
12/4/2025,December,North,Delhi,Karan,Cust330,Printer,Electronics,6,18000.00,108000.00,87000.00,21000.00,Online,118800.00,No
12/4/2025,December,West,Maharashtra,Arun,Cust202,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Distributor,84700.00,No
12/4/2025,December,South,Tamil Nadu,Priya,Cust285,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Distributor,46200.00,No
12/5/2025,December,East,West Bengal,Priya,Cust745,Desk,Furniture,9,12000.00,108000.00,81000.00,27000.00,Online,118800.00,No
12/5/2025,December,South,Tamil Nadu,Arun,Cust712,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Distributor,15400.00,No
12/5/2025,December,West,Maharashtra,Karan,Cust965,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Distributor,46200.00,No
12/6/2025,December,West,Maharashtra,Asha,Cust506,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
12/6/2025,December,South,Tamil Nadu,Asha,Cust604,Desk,Furniture,3,12000.00,36000.00,27000.00,9000.00,Online,39600.00,No
12/6/2025,December,North,Delhi,Vijay,Cust755,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Online,84700.00,No
12/7/2025,December,West,Maharashtra,Arun,Cust315,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
12/7/2025,December,South,Tamil Nadu,Karan,Cust158,Printer,Electronics,12,18000.00,216000.00,174000.00,42000.00,Retail,237600.00,No
12/7/2025,December,South,Tamil Nadu,Karan,Cust456,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Retail,33000.00,No
12/8/2025,December,East,West Bengal,Meera,Cust132,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
12/8/2025,December,East,West Bengal,Meera,Cust335,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Retail,79200.00,No
12/8/2025,December,North,Delhi,Arun,Cust751,Chair,Furniture,1,7000.00,7000.00,5000.00,2000.00,Online,7700.00,No
12/9/2025,December,South,Karnataka,Neha,Cust940,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Online,357500.00,No
12/9/2025,December,South,Tamil Nadu,Rahul,Cust302,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Retail,79200.00,No
12/9/2025,December,East,West Bengal,Meera,Cust601,Chair,Furniture,7,7000.00,49000.00,35000.00,14000.00,Online,53900.00,No
12/10/2025,December,North,Delhi,Rahul,Cust104,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Distributor,143000.00,No
12/10/2025,December,South,Karnataka,Meera,Cust653,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Retail,357500.00,No
12/10/2025,December,East,West Bengal,Karan,Cust439,Chair,Furniture,11,7000.00,77000.00,55000.00,22000.00,Online,84700.00,No
12/11/2025,December,West,Maharashtra,Priya,Cust963,Monitor,Electronics,4,15000.00,60000.00,44000.00,16000.00,Online,66000.00,No
12/11/2025,December,South,Karnataka,Priya,Cust510,Monitor,Electronics,3,15000.00,45000.00,33000.00,12000.00,Online,49500.00,No
12/11/2025,December,South,Karnataka,Priya,Cust706,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,No
12/12/2025,December,West,Maharashtra,Neha,Cust145,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Online,99000.00,No
12/12/2025,December,North,Delhi,Vijay,Cust645,Desk,Furniture,10,12000.00,120000.00,90000.00,30000.00,Retail,132000.00,No
12/12/2025,December,North,Delhi,Neha,Cust899,Desk,Furniture,12,12000.00,144000.00,108000.00,36000.00,Retail,158400.00,No
12/13/2025,December,South,Karnataka,Priya,Cust742,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Online,26400.00,No
12/13/2025,December,West,Maharashtra,Rahul,Cust862,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Retail,429000.00,No
12/13/2025,December,South,Karnataka,Neha,Cust263,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Retail,786500.00,No
12/14/2025,December,North,Delhi,Asha,Cust118,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Online,143000.00,No
12/14/2025,December,North,Delhi,Neha,Cust170,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
12/14/2025,December,West,Maharashtra,Arun,Cust270,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Retail,143000.00,No
12/15/2025,December,South,Tamil Nadu,Meera,Cust551,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Retail,77000.00,No
12/15/2025,December,West,Maharashtra,Arun,Cust172,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Online,52800.00,No
12/15/2025,December,North,Delhi,Rahul,Cust285,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Retail,148500.00,No
12/16/2025,December,East,West Bengal,Karan,Cust774,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Distributor,59400.00,No
12/16/2025,December,South,Tamil Nadu,Meera,Cust337,Monitor,Electronics,9,15000.00,135000.00,99000.00,36000.00,Online,148500.00,No
12/16/2025,December,East,West Bengal,Vijay,Cust197,Laptop,Electronics,5,65000.00,325000.00,260000.00,65000.00,Retail,357500.00,No
12/17/2025,December,West,Maharashtra,Karan,Cust651,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Online,39600.00,No
12/17/2025,December,South,Tamil Nadu,Neha,Cust761,Chair,Furniture,8,7000.00,56000.00,40000.00,16000.00,Distributor,61600.00,No
12/17/2025,December,South,Tamil Nadu,Meera,Cust821,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Retail,26400.00,No
12/18/2025,December,South,Karnataka,Asha,Cust199,Desk,Furniture,6,12000.00,72000.00,54000.00,18000.00,Online,79200.00,No
12/18/2025,December,South,Tamil Nadu,Asha,Cust653,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
12/18/2025,December,North,Delhi,Karan,Cust715,Printer,Electronics,4,18000.00,72000.00,58000.00,14000.00,Distributor,79200.00,No
12/19/2025,December,West,Maharashtra,Karan,Cust675,Monitor,Electronics,12,15000.00,180000.00,132000.00,48000.00,Retail,198000.00,Yes
12/19/2025,December,North,Delhi,Karan,Cust808,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Online,286000.00,Yes
12/19/2025,December,North,Delhi,Priya,Cust434,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Online,46200.00,No
12/20/2025,December,West,Maharashtra,Neha,Cust730,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Retail,715000.00,Yes
12/20/2025,December,East,West Bengal,Vijay,Cust133,Chair,Furniture,12,7000.00,84000.00,60000.00,24000.00,Distributor,92400.00,No
12/20/2025,December,South,Karnataka,Vijay,Cust916,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Online,165000.00,No
12/21/2025,December,South,Tamil Nadu,Asha,Cust244,Monitor,Electronics,1,15000.00,15000.00,11000.00,4000.00,Retail,16500.00,No
12/21/2025,December,North,Delhi,Neha,Cust784,Monitor,Electronics,6,15000.00,90000.00,66000.00,24000.00,Retail,99000.00,No
12/21/2025,December,North,Delhi,Arun,Cust871,Laptop,Electronics,10,65000.00,650000.00,520000.00,130000.00,Online,715000.00,No
12/22/2025,December,South,Tamil Nadu,Asha,Cust880,Laptop,Electronics,4,65000.00,260000.00,208000.00,52000.00,Retail,286000.00,No
12/22/2025,December,East,West Bengal,Priya,Cust279,Printer,Electronics,1,18000.00,18000.00,14500.00,3500.00,Distributor,19800.00,No
12/22/2025,December,East,West Bengal,Arun,Cust450,Printer,Electronics,8,18000.00,144000.00,116000.00,28000.00,Online,158400.00,No
12/23/2025,December,West,Maharashtra,Meera,Cust231,Printer,Electronics,3,18000.00,54000.00,43500.00,10500.00,Distributor,59400.00,No
12/23/2025,December,West,Maharashtra,Rahul,Cust454,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
12/23/2025,December,West,Maharashtra,Neha,Cust355,Printer,Electronics,2,18000.00,36000.00,29000.00,7000.00,Retail,39600.00,No
12/24/2025,December,South,Tamil Nadu,Vijay,Cust185,Monitor,Electronics,11,15000.00,165000.00,121000.00,44000.00,Distributor,181500.00,No
12/24/2025,December,West,Maharashtra,Rahul,Cust240,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Distributor,786500.00,No
12/24/2025,December,East,West Bengal,Meera,Cust565,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Online,33000.00,No
12/25/2025,December,North,Delhi,Karan,Cust699,Printer,Electronics,10,18000.00,180000.00,145000.00,35000.00,Online,198000.00,No
12/25/2025,December,North,Delhi,Neha,Cust686,Monitor,Electronics,7,15000.00,105000.00,77000.00,28000.00,Distributor,115500.00,No
12/25/2025,December,East,West Bengal,Rahul,Cust724,Chair,Furniture,6,7000.00,42000.00,30000.00,12000.00,Retail,46200.00,Yes
12/26/2025,December,South,Tamil Nadu,Asha,Cust826,Desk,Furniture,8,12000.00,96000.00,72000.00,24000.00,Online,105600.00,No
12/26/2025,December,East,West Bengal,Neha,Cust109,Desk,Furniture,7,12000.00,84000.00,63000.00,21000.00,Distributor,92400.00,No
12/26/2025,December,East,West Bengal,Rahul,Cust877,Printer,Electronics,9,18000.00,162000.00,130500.00,31500.00,Online,178200.00,No
12/27/2025,December,North,Delhi,Asha,Cust608,Desk,Furniture,1,12000.00,12000.00,9000.00,3000.00,Retail,13200.00,No
12/27/2025,December,West,Maharashtra,Rahul,Cust998,Laptop,Electronics,9,65000.00,585000.00,468000.00,117000.00,Online,643500.00,No
12/27/2025,December,South,Karnataka,Karan,Cust234,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Online,15400.00,No
12/28/2025,December,West,Maharashtra,Rahul,Cust501,Monitor,Electronics,10,15000.00,150000.00,110000.00,40000.00,Distributor,165000.00,No
12/28/2025,December,South,Tamil Nadu,Neha,Cust400,Laptop,Electronics,6,65000.00,390000.00,312000.00,78000.00,Retail,429000.00,No
12/28/2025,December,West,Maharashtra,Arun,Cust804,Laptop,Electronics,11,65000.00,715000.00,572000.00,143000.00,Distributor,786500.00,No
12/29/2025,December,South,Karnataka,Asha,Cust812,Chair,Furniture,10,7000.00,70000.00,50000.00,20000.00,Online,77000.00,No
12/29/2025,December,South,Tamil Nadu,Meera,Cust596,Laptop,Electronics,2,65000.00,130000.00,104000.00,26000.00,Retail,143000.00,No
12/29/2025,December,West,Maharashtra,Arun,Cust739,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Distributor,23100.00,Yes
12/30/2025,December,South,Karnataka,Asha,Cust984,Chair,Furniture,3,7000.00,21000.00,15000.00,6000.00,Online,23100.00,No
12/30/2025,December,South,Tamil Nadu,Priya,Cust259,Chair,Furniture,2,7000.00,14000.00,10000.00,4000.00,Distributor,15400.00,No
12/30/2025,December,West,Maharashtra,Meera,Cust611,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Distributor,52800.00,No
12/31/2025,December,West,Maharashtra,Vijay,Cust378,Desk,Furniture,4,12000.00,48000.00,36000.00,12000.00,Retail,52800.00,No
12/31/2025,December,West,Maharashtra,Rahul,Cust977,Desk,Furniture,2,12000.00,24000.00,18000.00,6000.00,Distributor,26400.00,No
12/31/2025,December,North,Delhi,Rahul,Cust892,Monitor,Electronics,2,15000.00,30000.00,22000.00,8000.00,Distributor,33000.00,No
